"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q8R010"	"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [OS=Mus musculus]"	"0.000"	"22.847"	"15"	"4"	"30"	"4"	"320"	"35.4"	"7.83"	"30.35"	"4"	"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf00043, Pf16780, Pf18569"	"231872"	"Aimp2"	"E9QP67; mmu:231872; Q8R010; Q8R2Y6"	"ENSMUSG00000029610"	"Transcriptional activation by Nfe2l2 in response to phytochemicals"	""	"1"	"0"	"1.552"	"1.143"	"0.941"	"1.132"	"0.63"	"0.19"	"-0.09"	"0.18"	"0.280147559048352"	"0.767605444640171"	"0.987190185168826"	"0.573691824146982"	"0.69261499321875"	"0.937869521394485"	"0.99795715274465"	"0.872944225151103"	"58.83"	"49.46"	"24.04"	"23.15"	"23.1286533182579"	"22.7296412231254"	"23.4938053547444"	"23.1940805575937"	"3988857.80375646"	"5545763.98721348"	"5345779.37069293"	"5284733.89181491"	"7467711.31669174"	"6617300"	"6375372.28958982"	"7103351.82732436"	"5665265.01286502"	"5173808.33220928"	"5644184.04680326"	"5553533.5401006"	"6721761.11617953"	"6317565.37252176"	"6332449.00658661"	"6100459.3916109"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q3TEA8"	"Heterochromatin protein 1-binding protein 3 [OS=Mus musculus]"	"0.000"	"22.787"	"10"	"5"	"23"	"5"	"554"	"60.8"	"9.70"	"39.68"	"5"	"cell organization and biogenesis;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00538"	"15441"	"Hp1bp3"	"A2AM64; A2AM68; mmu:15441; Q3TEA8; Q3TM38; Q3TU07; Q61688; Q8BT17; Q8C6H2; Q8C911; Q8VE06; Q99KR0; Q9DBI1"	"ENSMUSG00000028759"	""	""	"0"	"0"	"1.745"	"1.809"	"1.004"	"0.889"	"0.80"	"0.86"	"0.01"	"-0.17"	"0.110277255962269"	"0.0620363243327542"	"0.698623673164628"	"0.373580795585301"	"0.406568706393877"	"0.283066407054753"	"0.916537256529581"	"0.750251436822518"	"29.96"	"27.33"	"19.62"	"23.15"	"23.5277648489485"	"23.5295345139794"	"24.0557785064105"	"24.0570060155571"	"5412881.50845791"	"6887035.6788416"	"6036576.54724903"	"5908485.1082246"	"10544612.4174626"	"10009624.25"	"10648761.2865734"	"9108006.92372618"	"12018098.3029387"	"12213929.991819"	"11858560.2468233"	"11462076.1889748"	"10362777.867145"	"9626686.71834594"	"10318421.9162119"	"12227140.6737348"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q3UGC7"	"Eukaryotic translation initiation factor 3 subunit J-A [OS=Mus musculus]"	"0.000"	"22.664"	"23"	"4"	"26"	"4"	"261"	"29.3"	"4.81"	"77.88"	"4"	"cell organization and biogenesis;protein metabolism;other metabolic processes"	"cytosol;translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf08597"	"78655"	"Eif3j1"	"mmu:78655; Q3UGC7"	"ENSMUSG00000027236"	"Translation factors"	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"7"	"0"	"1.235"	"1.354"	"0.847"	"0.876"	"0.30"	"0.44"	"-0.24"	"-0.19"	"0.780631348825947"	"0.399520508751015"	"0.548306487086581"	"0.309835360975911"	"0.943165084562968"	"0.753820195516019"	"0.852544914749756"	"0.6959667447014"	"56.80"	"80.91"	"15.87"	"16.56"	"22.8511042539956"	"22.7759464192151"	"23.2919959724551"	"23.2370116295036"	"3168508.02233924"	"3700363.2445141"	"4169633.29874194"	"3803138.73035897"	"6592153.14384387"	"5761942.0625"	"6659823.60937037"	"6444640.44279404"	"6459648.80613469"	"7223697.07306906"	"7258393.35242372"	"6625482.98784666"	"5307798.39940083"	"5951625.18835453"	"5938443.91209922"	"4847792.9828353"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q99J95"	"Cyclin-dependent kinase 9 [OS=Mus musculus]"	"0.000"	"22.664"	"13"	"4"	"26"	"3"	"372"	"42.7"	"8.79"	"56.48"	"4"	"protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;kinase activity;other molecular function"	"Pf00069"	"107951"	"Cdk9"	"B0R020; mmu:107951; Q3U002; Q3UMY2; Q3UPT3; Q3UQI6; Q8BTN0; Q99J95"	"ENSMUSG00000009555"	"MicroRNAs in cardiomyocyte hypertrophy; mRNA processing; IL-6 signaling pathway"	"Estrogen-dependent gene expression; RNA Polymerase II Pre-transcription Events; RNA polymerase II transcribes snRNA genes; Formation of RNA Pol II elongation complex ; TP53 Regulates Transcription of DNA Repair Genes; SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	"10"	"0"	"1.482"	"1.566"	"0.517"	"0.705"	"0.57"	"0.65"	"-0.95"	"-0.50"	"0.601667108930512"	"0.499872147089044"	"0.0259305245362278"	"0.264104099434958"	"0.886138410112219"	"0.807879655803193"	"0.165325001739265"	"0.671692461452736"	"60.60"	"115.22"	"45.58"	"72.39"	"21.5015003882511"	"20.9530092549367"	"21.4982922377464"	"20.9483147409685"	"2192393.26813505"	""	""	"480084.635918865"	"2106073.81762418"	"2950736.5625"	"2557526.92693105"	"2931884.19873675"	"1503591.56235376"	"2107068.59986918"	"1932707.44146624"	"2406633.97270198"	"565038.544784888"	"1546627.06120437"	"779562.823098393"	"542865.549412358"	"High"	"n/a"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BQ30"	"Phostensin [OS=Mus musculus]"	"0.000"	"22.661"	"6"	"2"	"12"	"2"	"594"	"65.6"	"5.39"	"9.12"	"2"	""	"cytoskeleton;other cell component"	"cytoskeletal activity;other molecular function"	"Pf13914, Pf13916"	"76448"	"Ppp1r18"	"B8JJ63; B8JJ64; mmu:76448; Q3UDS6; Q8BQ30; Q8CEY9; Q8R3D8"	"ENSMUSG00000034595"	"Tyrobp causal network in microglia"	""	"1"	"0"	"1.924"	"1.606"	"0.825"	"0.851"	"0.94"	"0.68"	"-0.28"	"-0.23"	"0.101162590942965"	"0.209583233850899"	"0.437683675872655"	"0.256656601365831"	"0.381467270014098"	"0.580845695546116"	"0.808482704592963"	"0.667484722054968"	"28.10"	"19.58"	"42.15"	"32.93"	"22.8297678425315"	"22.5570553198815"	"23.3793600130489"	"23.1987413341108"	"2405876.7428689"	"2942384.18721541"	"3484563.51405557"	"3094412.04867715"	"6792300.80789921"	"5301580.125"	"7760064.61470006"	"6533414.97979452"	"5528798.79499213"	"6192058.50353905"	"5760622.91550569"	"6002128.2781884"	"5708277.08478619"	"6105120.59792203"	"6927353.96827199"	"3836707.61001746"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P97855"	"Ras GTPase-activating protein-binding protein 1 [OS=Mus musculus]"	"0.000"	"22.612"	"14"	"5"	"57"	"5"	"465"	"51.8"	"5.59"	"114.29"	"5"	"cell organization and biogenesis;stress response;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00076, Pf02136"	"27041"	"G3bp1"	"mmu:27041; P97855"	"ENSMUSG00000018583"	"mRNA processing"	""	"1"	"0"	"3.545"	"2.637"	"0.564"	"0.788"	"1.83"	"1.40"	"-0.83"	"-0.34"	"0.000165269487788278"	"0.00577370892136519"	"0.00103219514242947"	"0.0941864527289988"	"0.00151968387300505"	"0.0433342641265863"	"0.0106989807876971"	"0.437486327087568"	"50.45"	"69.74"	"53.01"	"48.55"	"23.077594459266"	"22.654068146682"	"23.6933357475095"	"23.4314203273374"	"1797530.6034469"	"903980.186517614"	"713911.31771222"	"1183806.75440026"	"6713086.73525205"	"13074541"	"10961952.8972775"	"8103462.25471207"	"6594731.4803557"	"8220730.13215721"	"8956776.65194248"	"7658365.13806356"	"5728865.6491207"	"11614485.0141959"	"7219362.28720084"	"5016097.92560605"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9DBG7"	"Signal recognition particle receptor subunit alpha [OS=Mus musculus]"	"0.000"	"22.606"	"9"	"4"	"11"	"4"	"636"	"69.6"	"8.95"	"14.60"	"4"	"cell organization and biogenesis;transport"	"other membranes;ER/Golgi"	"other molecular function"	"Pf00448, Pf02881, Pf04086"	"67398"	"Srpra"	"mmu:67398; Q8VC45; Q921H1; Q9DBG7"	"ENSMUSG00000032042"	""	""	"0"	"0"	"0.231"	""	"0.899"	"0.832"	"-2.11"	""	"-0.15"	"-0.27"	"0.000858675076665261"	""	"0.919813718239714"	"0.669664730309774"	"0.00713281060060829"	""	"0.978641270536473"	"0.908621367207025"	"81.06"	""	"15.26"	"25.95"	"20.8527353064524"	""	"20.9499313858494"	"20.7420196369261"	""	""	"1200699.28311216"	"1445538.1162726"	"1784820.743245"	"1278842.953125"	"1470021.29347789"	"1177866.87831278"	"1212213.40712616"	"951409.490723684"	"1253987.66443619"	"1230821.94692069"	""	"923188.819708982"	"865049.989543348"	"1348829.94801187"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q80Y44"	"Probable ATP-dependent RNA helicase DDX10 [OS=Mus musculus]"	"0.000"	"22.570"	"5"	"3"	"12"	"3"	"875"	"100.7"	"7.75"	"33.66"	"3"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf00270, Pf00271, Pf13959"	"77591"	"Ddx10"	"mmu:77591; Q80Y44"	"ENSMUSG00000053289"	""	""	"0"	"0"	"2.252"	"1.506"	"0.835"	"0.849"	"1.17"	"0.59"	"-0.26"	"-0.24"	"0.286973162283952"	"0.699659570527497"	"0.892939051570773"	"0.809868906156495"	"0.695801716107982"	"0.915430011571297"	"0.972219520961204"	"0.951278963630383"	"22.42"	"78.27"	"56.38"	"30.42"	"20.4586581696037"	"19.8949980852688"	"20.7634106482544"	"20.3254319837523"	"544599.456878941"	""	""	""	"714298.019272393"	"1102970.71875"	"1503096.29389449"	"1423563.94767248"	"935976.651345381"	"634222.473188779"	"1035716.56525132"	"747491.067316749"	"357212.865434934"	"835429.329343677"	"750316.631908971"	""	"High"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BL97"	"Serine/arginine-rich splicing factor 7 [OS=Mus musculus]"	"0.000"	"22.540"	"19"	"5"	"37"	"4"	"267"	"30.8"	"11.90"	"68.54"	"5"	"RNA metabolism OR transcription;other metabolic processes;transport;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00076"	"225027"	"Srsf7"	"mmu:225027; Q8BL97; Q8BMC6; Q8BUR2; Q8R2N4; Q8R3E9; Q91YS1"	"ENSMUSG00000024097"	"mRNA processing"	"mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway"	"7"	"0"	"1.303"	"1.543"	"1.060"	"0.862"	"0.38"	"0.63"	"0.08"	"-0.22"	"0.448521308009351"	"0.159652636706844"	"0.491065101617161"	"0.272869242217533"	"0.793448960002139"	"0.513261099198847"	"0.827985010072305"	"0.680960406031384"	"63.51"	"56.92"	"29.61"	"29.56"	"24.2440333705779"	"24.4249229112011"	"24.7921220139369"	"24.9182498473524"	"10247191.6834145"	"8527099.35059011"	"16340184.9385117"	"15838211.5064607"	"14780762.4525148"	"14087251"	"16553018.0084912"	"13224055.2171074"	"22937676.7447436"	"20379180.5925156"	"17668152.6140476"	"20665611.3985541"	"21192287.1903754"	"17095268.578054"	"21785935.5358357"	"16211469.0902421"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D0I8"	"mRNA turnover protein 4 homolog [OS=Mus musculus]"	"0.000"	"22.465"	"23"	"5"	"25"	"5"	"239"	"27.5"	"8.54"	"55.86"	"5"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus;other cell component"	""	"Pf00466, Pf17777"	"69902"	"Mrto4"	"mmu:69902; Q99JR7; Q9D0I8"	"ENSMUSG00000028741"	""	""	"0"	"0"	"1.140"	"1.236"	"1.018"	"0.895"	"0.19"	"0.31"	"0.03"	"-0.16"	"0.790676712134961"	"0.48715173049213"	"0.672877216858599"	"0.397256132584887"	"0.943165084562968"	"0.799940384999802"	"0.903167012893953"	"0.776238433266777"	"77.19"	"37.99"	"26.14"	"31.18"	"24.3277971111036"	"24.2983097533654"	"24.8774071167893"	"24.8573265972695"	"9883044.15041137"	"10139608.7911213"	"9083469.30251224"	"9280241.00551708"	"19070943.0737616"	"16308846"	"16685616.6374435"	"16259122.667083"	"18659339.2760364"	"20785426.607978"	"18094804.6968964"	"20500793.6531095"	"17643766.0258163"	"19323497.3838278"	"18217398.1194762"	"16186137.9666559"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8C4J7"	"Transducin beta-like protein 3 [OS=Mus musculus]"	"0.000"	"22.434"	"6"	"4"	"43"	"4"	"801"	"88.2"	"6.81"	"90.10"	"4"	"RNA metabolism OR transcription;other metabolic processes"	"nucleus;other cell component"	"nucleic acid binding activity"	"Pf00400, Pf08625"	"213773"	"Tbl3"	"mmu:213773; Q3TNP3; Q3UDS9; Q8C4J7; Q8VE90"	"ENSMUSG00000040688"	""	"Major pathway of rRNA processing in the nucleolus and cytosol"	"1"	"0"	"1.261"	"1.172"	"0.768"	"0.759"	"0.34"	"0.23"	"-0.38"	"-0.40"	"0.6206130378831"	"0.619150885058127"	"0.181206750479406"	"0.0530324022650386"	"0.89308410108593"	"0.872522142341938"	"0.585271404815918"	"0.309669746559472"	"44.23"	"40.70"	"36.14"	"40.03"	"23.5435836265132"	"23.4313712594615"	"23.8931383236859"	"23.8058189347929"	"10214096.2181705"	"4520041.76380891"	"5901838.0307986"	"6190525.06536167"	"9935184.52302558"	"8231686.09375"	"12783137.5455812"	"9873992.22139173"	"9965368.44887567"	"10824352.433752"	"9248201.55028366"	"10668653.17628"	"6964060.10732201"	"9098679.33547437"	"8965112.67376869"	"1782374.40349343"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8VHE0"	"Translocation protein SEC63 homolog [OS=Mus musculus]"	"0.000"	"22.395"	"5"	"3"	"13"	"3"	"760"	"87.8"	"5.38"	"22.43"	"3"	"other metabolic processes;transport;developmental processes"	"other membranes;ER/Golgi"	"transporter activity"	"Pf00226, Pf02889"	"140740"	"Sec63"	"E9QKG1; mmu:140740; Q8VEB9; Q8VHE0"	"ENSMUSG00000019802"	""	""	"0"	"0"	"1.095"	"1.934"	"0.470"	"0.570"	"0.13"	"0.95"	"-1.09"	"-0.81"	"0.83632794461777"	"0.340255986860834"	"0.0490854552944042"	"0.150534274475746"	"0.951416408051774"	"0.725008721862395"	"0.25515592526911"	"0.556696397610148"	"58.33"	"48.18"	"117.18"	"69.13"	"20.7684261334846"	"20.4597860584785"	"20.6442338589313"	"20.3043199770008"	"1709891.14066144"	"666132.757274886"	"1806234.12138087"	"937137.766306061"	"2253415.23724538"	"986232.9375"	"1636577.36090823"	"430984.180949375"	"355218.680215543"	""	""	"2447598.2495286"	"1980899.11542454"	"97828.5879359297"	"2817949.05087438"	"288481.585484376"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q62426"	"Cystatin-B [OS=Mus musculus]"	"0.000"	"22.387"	"36"	"2"	"16"	"2"	"98"	"11.0"	"7.39"	"39.46"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"non-structural extracellular;cytosol;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00031"	"13014"	"Cstb"	"mmu:13014; Q3UAW2; Q62426"	"ENSMUSG00000005054"	""	"Neutrophil degranulation"	"1"	"0"	"1.656"	"3.854"	"1.031"	"0.607"	"0.73"	"1.95"	"0.04"	"-0.72"	"0.375279703146218"	"0.00980890266841894"	"0.537471035207493"	"0.0295109356388887"	"0.770084581317719"	"0.0691036190034831"	"0.846829182453208"	"0.213954283381943"	"62.91"	"98.65"	"33.52"	"59.90"	"21.7643457233682"	"21.4704076793723"	"22.1896936170749"	"21.9766894589481"	"1771184.1637686"	"1741806.60899391"	"1677667.96171551"	"1515549.38144537"	"3449228.06692725"	"2657805.140625"	"3030135.19351263"	"2808495.32081199"	"3508328.42571552"	"3949831.4674932"	"1711635.38054305"	"1844258.17123593"	"2605937.96095785"	"2882696.60198719"	"2458379.6659607"	"1971721.21656528"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q3UA06"	"Pachytene checkpoint protein 2 homolog [OS=Mus musculus]"	"0.000"	"22.293"	"14"	"4"	"13"	"4"	"432"	"48.3"	"5.86"	"29.86"	"4"	"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"nucleus;other cell component"	"other molecular function"	"Pf00004"	"69716"	"Trip13"	"A0JNT8; mmu:69716; Q05CL4; Q3UA06; Q3UQG6; Q9CWW8"	"ENSMUSG00000021569"	""	""	"0"	"0"	"1.609"	"1.206"	"0.898"	"1.264"	"0.69"	"0.27"	"-0.15"	"0.34"	"0.233742313747485"	"0.659484719183848"	"0.783766177070548"	"0.213735087392546"	"0.633443512196692"	"0.89551630176916"	"0.938997836653984"	"0.616464154507624"	"28.44"	"25.34"	"26.12"	"19.15"	"23.1050027303176"	"22.6294355251826"	"23.5587496601764"	"23.2277108213288"	"6565181.53042373"	"2104148.88667511"	"3854680.23034304"	"4863571.2714742"	"7445660.53072519"	"4076380.125"	"9278216.44902051"	"8244460.0641153"	"5400772.32142252"	"4308496.69889682"	"5316607.29775901"	"5882545.31095699"	"6554717.24645726"	"6638786.13778494"	"7365038.32144243"	"3550126.37295418"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8K2M0"	"39S ribosomal protein L38, mitochondrial [OS=Mus musculus]"	"0.000"	"22.273"	"14"	"4"	"13"	"4"	"380"	"45.0"	"8.10"	"20.91"	"4"	"protein metabolism;other metabolic processes"	"other membranes;mitochondrion;translational apparatus"	""	"Pf01161"	"60441"	"Mrpl38"	"A2A869; mmu:60441; Q3TXY6; Q8BTZ1; Q8K2M0; Q99LM1"	"ENSMUSG00000020775"	""	"Mitochondrial translation elongation; Mitochondrial translation termination"	"2"	"0"	"1.646"	"1.719"	"0.769"	"0.759"	"0.72"	"0.78"	"-0.38"	"-0.40"	"0.186824071073024"	"0.0888815630094877"	"0.214302459741951"	"0.0608040628738324"	"0.569077042001886"	"0.363222994742212"	"0.635556495523731"	"0.337898262443794"	"27.69"	"26.68"	"32.12"	"30.56"	"23.1998664777967"	"23.0689433001286"	"23.5152692544712"	"23.4110106424887"	"4995572.25337989"	"4752753.27445929"	"4342127.48857324"	"5133763.83388402"	"9048243.77483321"	"6963956.28125"	"8091963.02931174"	"7449786.10982472"	"6644081.39134452"	"9406573.98085993"	"7782082.66710235"	"8687650.35964332"	"5226630.280572"	"5270075.43769976"	"6507648.16052736"	"8120803.36327174"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q99KY4"	"Cyclin-G-associated kinase [OS=Mus musculus]"	"0.000"	"22.227"	"2"	"1"	"8"	"1"	"1305"	"143.6"	"5.73"	"15.71"	"1"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;other biological processes"	"cytosol;ER/Golgi;other cell component"	"kinase activity;other molecular function"	"Pf00069, Pf00226, Pf10409"	"231580"	"Gak"	"mmu:231580; Q6P1I8; Q6P9S5; Q8BM74; Q8K0Q4; Q99KY4"	""	""	"Clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis"	"2"	"0"	"100.000"	"100.000"	"0.976"	"0.872"	"6.64"	"6.64"	"-0.04"	"-0.20"	"1E-17"	"1E-17"	"0.645760402799624"	"0.908941409551815"	"1.11655844155844E-16"	"1.05351681957187E-16"	"0.888562207667844"	"0.982327879920393"	""	""	"33.49"	"37.65"	""	""	"17.8450611431927"	"17.845533073042"	""	""	""	""	"142612.904078058"	""	""	""	""	""	"141974.937623348"	"179404.890375313"	"128358.067247101"	"56101.0505112242"	"150874.868628707"	"220076.218071695"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
